Namespace(annpath='train.json', bs=32, clip_len=16, cuda=True, dataparallel=True, emb_init='../wordvectors/glove.840B.300d-char.txt', embedding_size=300, feature_size=8192, framepath='frames', ft_begin_index=0, imsize=224, log_every=10, lr=0.0001, lstm_memory=512, lstm_pretrain_ep=0, lstm_stacks=1, manual_seed=1, max_epochs=1000, max_seqlen=30, meta_path='videometa_train.json', mode='train', model_path='../models', modeldepth=18, modelname='resnet', momentum=0.9, n_classes=400, n_cpu=8, n_finetune_classes=400, norm_value=1, num_layers=18, patience=10, pretrain_path='../models/resnet-18-kinetics.pth', resnet_shortcut='A', resnext_cardinality=32, rnnmethod='LSTM', root_path='/ssd1/dsets/activitynet_captions', sample_duration=16, sample_size=112, start_from_ep=0, token_level=False, vocabpath='vocab.json', wide_resnet_k=2)
loaded dictionary from /ssd1/dsets/activitynet_captions/vocab.json
dictionary length: 11181 words
succesfully initialized embeddings from ../wordvectors/glove.840B.300d-char.txt
using 4 gpus...
# of params in model : 46450405
start decoder pretraining, doing for 0 epochs
start training
iter 000010/000283 | nll loss: 9.3273 | 1.7958s per loop
iter 000160/000283 | nll loss: 7.3655 | 0.6471s per loop
iter 000170/000283 | nll loss: 6.9699 | 0.7167s per loop
iter 000180/000283 | nll loss: 7.3065 | 0.7444s per loop
iter 000190/000283 | nll loss: 7.2862 | 0.7179s per loop
iter 000200/000283 | nll loss: 7.1929 | 0.7468s per loop
iter 000210/000283 | nll loss: 7.4113 | 0.7135s per loop
iter 000220/000283 | nll loss: 7.2359 | 0.7302s per loop
iter 000230/000283 | nll loss: 7.2124 | 0.7841s per loop
iter 000240/000283 | nll loss: 7.2886 | 0.7200s per loop
iter 000250/000283 | nll loss: 7.4284 | 0.7141s per loop
iter 000260/000283 | nll loss: 7.2158 | 0.7241s per loop
iter 000270/000283 | nll loss: 7.2996 | 0.7459s per loop
iter 000280/000283 | nll loss: 7.0696 | 0.6020s per loop
epoch 0165/1000 done, loss: 7.189136
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0165.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0165.ckpt
iter 000010/000283 | nll loss: 7.4153 | 1.0965s per loop
iter 000020/000283 | nll loss: 7.2309 | 0.7068s per loop
iter 000030/000283 | nll loss: 7.2224 | 0.7121s per loop
iter 000040/000283 | nll loss: 7.3876 | 0.7715s per loop
iter 000050/000283 | nll loss: 7.2664 | 0.7236s per loop
iter 000060/000283 | nll loss: 7.2799 | 0.7465s per loop
iter 000070/000283 | nll loss: 7.1562 | 0.7631s per loop
iter 000080/000283 | nll loss: 7.0901 | 0.6931s per loop
iter 000090/000283 | nll loss: 7.4282 | 0.7208s per loop
iter 000100/000283 | nll loss: 7.3326 | 0.6789s per loop
iter 000110/000283 | nll loss: 7.1093 | 0.7468s per loop
iter 000120/000283 | nll loss: 7.2126 | 0.7117s per loop
iter 000130/000283 | nll loss: 7.2525 | 0.7206s per loop
iter 000140/000283 | nll loss: 7.0575 | 0.6990s per loop
iter 000150/000283 | nll loss: 7.3745 | 0.7661s per loop
iter 000160/000283 | nll loss: 7.0472 | 0.6646s per loop
iter 000170/000283 | nll loss: 7.2073 | 0.7353s per loop
iter 000180/000283 | nll loss: 7.2750 | 0.7028s per loop
iter 000190/000283 | nll loss: 7.3166 | 0.6591s per loop
iter 000200/000283 | nll loss: 7.1790 | 0.7443s per loop
iter 000210/000283 | nll loss: 7.2229 | 0.7200s per loop
iter 000220/000283 | nll loss: 7.2391 | 0.6753s per loop
iter 000230/000283 | nll loss: 7.2572 | 0.7091s per loop
iter 000240/000283 | nll loss: 7.2104 | 0.6975s per loop
iter 000250/000283 | nll loss: 7.4865 | 0.7503s per loop
iter 000260/000283 | nll loss: 7.2882 | 0.7528s per loop
iter 000270/000283 | nll loss: 7.3086 | 0.6890s per loop
iter 000280/000283 | nll loss: 7.0888 | 0.5570s per loop
epoch 0166/1000 done, loss: 7.040657
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0166.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0166.ckpt
iter 000010/000283 | nll loss: 7.4962 | 1.0192s per loop
iter 000020/000283 | nll loss: 7.2988 | 0.7317s per loop
iter 000030/000283 | nll loss: 7.3777 | 0.7398s per loop
iter 000040/000283 | nll loss: 7.2413 | 0.7111s per loop
iter 000050/000283 | nll loss: 7.0356 | 0.7022s per loop
iter 000060/000283 | nll loss: 7.4644 | 0.7180s per loop
iter 000070/000283 | nll loss: 7.4568 | 0.7494s per loop
iter 000080/000283 | nll loss: 7.3401 | 0.7058s per loop
iter 000090/000283 | nll loss: 7.6647 | 0.7558s per loop
iter 000100/000283 | nll loss: 7.2752 | 0.7845s per loop
iter 000110/000283 | nll loss: 7.3221 | 0.6997s per loop
iter 000120/000283 | nll loss: 7.3716 | 0.6680s per loop
iter 000130/000283 | nll loss: 7.2330 | 0.6785s per loop
iter 000140/000283 | nll loss: 7.4115 | 0.7434s per loop
iter 000150/000283 | nll loss: 7.4075 | 0.7018s per loop
iter 000160/000283 | nll loss: 7.2303 | 0.7178s per loop
iter 000170/000283 | nll loss: 7.2001 | 0.7845s per loop
iter 000180/000283 | nll loss: 7.2875 | 0.7370s per loop
iter 000190/000283 | nll loss: 7.3288 | 0.6912s per loop
iter 000200/000283 | nll loss: 7.3204 | 0.7806s per loop
iter 000210/000283 | nll loss: 7.2195 | 0.7578s per loop
iter 000220/000283 | nll loss: 7.2532 | 0.7063s per loop
iter 000230/000283 | nll loss: 7.3558 | 0.7054s per loop
iter 000240/000283 | nll loss: 7.3295 | 0.8099s per loop
iter 000250/000283 | nll loss: 7.3078 | 0.6787s per loop
iter 000260/000283 | nll loss: 7.3265 | 0.7111s per loop
iter 000270/000283 | nll loss: 7.0746 | 0.6706s per loop
iter 000280/000283 | nll loss: 7.0231 | 0.6489s per loop
Epoch   166: reducing learning rate of group 0 to 1.9531e-07.
epoch 0167/1000 done, loss: 7.230352
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0167.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0167.ckpt
iter 000010/000283 | nll loss: 7.3740 | 1.0379s per loop
iter 000020/000283 | nll loss: 7.2697 | 0.7177s per loop
iter 000030/000283 | nll loss: 7.2959 | 0.7614s per loop
iter 000040/000283 | nll loss: 7.3338 | 0.7008s per loop
iter 000050/000283 | nll loss: 7.0565 | 0.7302s per loop
iter 000060/000283 | nll loss: 7.4017 | 0.6879s per loop
iter 000070/000283 | nll loss: 7.1142 | 0.7462s per loop
iter 000080/000283 | nll loss: 7.2783 | 0.7083s per loop
iter 000090/000283 | nll loss: 7.1897 | 0.7601s per loop
iter 000100/000283 | nll loss: 7.2956 | 0.6465s per loop
iter 000110/000283 | nll loss: 7.2047 | 0.7166s per loop
iter 000120/000283 | nll loss: 7.1801 | 0.6885s per loop
iter 000130/000283 | nll loss: 7.4225 | 0.6912s per loop
iter 000140/000283 | nll loss: 7.2678 | 0.6578s per loop
iter 000150/000283 | nll loss: 6.8639 | 0.7206s per loop
iter 000160/000283 | nll loss: 7.3537 | 0.6920s per loop
iter 000170/000283 | nll loss: 7.1504 | 0.7134s per loop
iter 000180/000283 | nll loss: 7.3501 | 0.6791s per loop
iter 000190/000283 | nll loss: 7.1947 | 0.7183s per loop
iter 000200/000283 | nll loss: 7.4903 | 0.7124s per loop
iter 000210/000283 | nll loss: 7.1062 | 0.7256s per loop
iter 000220/000283 | nll loss: 7.4374 | 0.7192s per loop
iter 000230/000283 | nll loss: 7.2661 | 0.6728s per loop
iter 000240/000283 | nll loss: 7.3713 | 0.7181s per loop
iter 000250/000283 | nll loss: 7.3073 | 0.7277s per loop
iter 000260/000283 | nll loss: 7.4148 | 0.7138s per loop
iter 000270/000283 | nll loss: 7.1591 | 0.6725s per loop
iter 000280/000283 | nll loss: 7.3086 | 0.6059s per loop
epoch 0168/1000 done, loss: 7.368690
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0168.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0168.ckpt
iter 000010/000283 | nll loss: 7.3759 | 1.0704s per loop
iter 000020/000283 | nll loss: 7.3245 | 0.6815s per loop
iter 000030/000283 | nll loss: 7.1790 | 0.6713s per loop
iter 000040/000283 | nll loss: 7.0689 | 0.7279s per loop
iter 000050/000283 | nll loss: 7.1842 | 0.7193s per loop
iter 000060/000283 | nll loss: 7.5001 | 0.7352s per loop
iter 000070/000283 | nll loss: 7.2438 | 0.7147s per loop
iter 000080/000283 | nll loss: 7.1910 | 0.7314s per loop
iter 000090/000283 | nll loss: 7.3993 | 0.7063s per loop
iter 000100/000283 | nll loss: 7.1152 | 0.7269s per loop
iter 000110/000283 | nll loss: 7.1451 | 0.7307s per loop
iter 000120/000283 | nll loss: 7.4613 | 0.7425s per loop
iter 000130/000283 | nll loss: 7.5429 | 0.7053s per loop
iter 000140/000283 | nll loss: 7.0169 | 0.6943s per loop
iter 000150/000283 | nll loss: 7.1790 | 0.6730s per loop
iter 000160/000283 | nll loss: 7.0603 | 0.7007s per loop
iter 000170/000283 | nll loss: 7.3047 | 0.6895s per loop
iter 000180/000283 | nll loss: 7.3288 | 0.6702s per loop
iter 000190/000283 | nll loss: 7.4273 | 0.7867s per loop
iter 000200/000283 | nll loss: 7.2296 | 0.6797s per loop
iter 000210/000283 | nll loss: 7.3629 | 0.7139s per loop
iter 000220/000283 | nll loss: 7.3227 | 0.7409s per loop
iter 000230/000283 | nll loss: 7.0088 | 0.6992s per loop
iter 000240/000283 | nll loss: 7.1878 | 0.6743s per loop
iter 000250/000283 | nll loss: 7.3791 | 0.6696s per loop
iter 000260/000283 | nll loss: 7.2727 | 0.6380s per loop
iter 000270/000283 | nll loss: 7.4695 | 0.6893s per loop
iter 000280/000283 | nll loss: 7.2361 | 0.6206s per loop
epoch 0169/1000 done, loss: 7.372383
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0169.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0169.ckpt
iter 000010/000283 | nll loss: 7.2297 | 1.0891s per loop
iter 000020/000283 | nll loss: 7.2444 | 0.7270s per loop
iter 000030/000283 | nll loss: 7.3066 | 0.7418s per loop
iter 000040/000283 | nll loss: 7.2671 | 0.7309s per loop
iter 000050/000283 | nll loss: 7.4031 | 0.7022s per loop
iter 000060/000283 | nll loss: 7.2059 | 0.6860s per loop
iter 000070/000283 | nll loss: 7.2593 | 0.6842s per loop
iter 000080/000283 | nll loss: 7.1802 | 0.6609s per loop
iter 000090/000283 | nll loss: 7.2928 | 0.6962s per loop
iter 000100/000283 | nll loss: 7.3802 | 0.6862s per loop
iter 000110/000283 | nll loss: 7.1499 | 0.6766s per loop
iter 000120/000283 | nll loss: 7.2271 | 0.7488s per loop
iter 000130/000283 | nll loss: 7.1598 | 0.6977s per loop
iter 000140/000283 | nll loss: 7.2559 | 0.7177s per loop
iter 000150/000283 | nll loss: 7.3029 | 0.7237s per loop
iter 000160/000283 | nll loss: 7.2156 | 0.7146s per loop
iter 000170/000283 | nll loss: 7.2764 | 0.6699s per loop
iter 000180/000283 | nll loss: 7.2200 | 0.6857s per loop
iter 000190/000283 | nll loss: 7.0400 | 0.7119s per loop
iter 000200/000283 | nll loss: 7.3581 | 0.7495s per loop
iter 000210/000283 | nll loss: 7.4128 | 0.7697s per loop
iter 000220/000283 | nll loss: 7.2420 | 0.7976s per loop
iter 000230/000283 | nll loss: 7.1334 | 0.7745s per loop
iter 000240/000283 | nll loss: 7.4738 | 0.7334s per loop
iter 000250/000283 | nll loss: 7.2053 | 0.7243s per loop
iter 000260/000283 | nll loss: 7.2147 | 0.7335s per loop
iter 000270/000283 | nll loss: 7.2764 | 0.7416s per loop
iter 000280/000283 | nll loss: 7.3360 | 0.6416s per loop
epoch 0170/1000 done, loss: 7.447834
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0170.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0170.ckpt
iter 000010/000283 | nll loss: 7.2049 | 1.0969s per loop
iter 000020/000283 | nll loss: 7.3622 | 0.7412s per loop
iter 000030/000283 | nll loss: 7.2654 | 0.7541s per loop
iter 000040/000283 | nll loss: 7.1979 | 0.7552s per loop
iter 000050/000283 | nll loss: 7.2244 | 0.7363s per loop
iter 000060/000283 | nll loss: 7.1697 | 0.7610s per loop
iter 000070/000283 | nll loss: 7.1180 | 0.7135s per loop
iter 000080/000283 | nll loss: 7.4367 | 0.7558s per loop
iter 000090/000283 | nll loss: 7.1412 | 0.7112s per loop
iter 000100/000283 | nll loss: 7.3206 | 0.6793s per loop
iter 000110/000283 | nll loss: 7.4065 | 0.6989s per loop
iter 000120/000283 | nll loss: 7.2897 | 0.7324s per loop
iter 000130/000283 | nll loss: 7.1194 | 0.7513s per loop
iter 000140/000283 | nll loss: 7.4115 | 0.7416s per loop
iter 000150/000283 | nll loss: 7.2029 | 0.7789s per loop
iter 000160/000283 | nll loss: 7.1879 | 0.7306s per loop
iter 000170/000283 | nll loss: 7.1343 | 0.6806s per loop
iter 000180/000283 | nll loss: 7.2807 | 0.7316s per loop
iter 000190/000283 | nll loss: 7.2273 | 0.7386s per loop
iter 000200/000283 | nll loss: 7.2451 | 0.8064s per loop
iter 000210/000283 | nll loss: 7.1170 | 0.7451s per loop
iter 000220/000283 | nll loss: 7.1484 | 0.6947s per loop
iter 000230/000283 | nll loss: 7.3880 | 0.7301s per loop
iter 000240/000283 | nll loss: 7.1574 | 0.6806s per loop
iter 000250/000283 | nll loss: 7.4019 | 0.7865s per loop
iter 000260/000283 | nll loss: 7.3092 | 0.6901s per loop
iter 000270/000283 | nll loss: 7.3035 | 0.7532s per loop
iter 000280/000283 | nll loss: 7.1406 | 0.6132s per loop
epoch 0171/1000 done, loss: 7.393878
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0171.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0171.ckpt
iter 000010/000283 | nll loss: 7.1673 | 1.0790s per loop
iter 000020/000283 | nll loss: 7.3712 | 0.6672s per loop
iter 000030/000283 | nll loss: 7.2422 | 0.6683s per loop
iter 000040/000283 | nll loss: 7.3114 | 0.7195s per loop
iter 000050/000283 | nll loss: 7.4245 | 0.7278s per loop
iter 000060/000283 | nll loss: 7.3630 | 0.6613s per loop
iter 000070/000283 | nll loss: 7.3363 | 0.6545s per loop
iter 000080/000283 | nll loss: 7.3748 | 0.6774s per loop
iter 000090/000283 | nll loss: 7.2309 | 0.7552s per loop
iter 000100/000283 | nll loss: 7.4353 | 0.7481s per loop
iter 000110/000283 | nll loss: 7.3101 | 0.7293s per loop
iter 000120/000283 | nll loss: 7.3621 | 0.6762s per loop
iter 000130/000283 | nll loss: 7.2176 | 0.7021s per loop
iter 000140/000283 | nll loss: 7.2542 | 0.7248s per loop
iter 000150/000283 | nll loss: 7.3540 | 0.6939s per loop
iter 000160/000283 | nll loss: 7.3862 | 0.7174s per loop
iter 000170/000283 | nll loss: 7.2801 | 0.7206s per loop
iter 000180/000283 | nll loss: 7.1214 | 0.7096s per loop
iter 000190/000283 | nll loss: 6.9825 | 0.6792s per loop
iter 000200/000283 | nll loss: 7.1992 | 0.6854s per loop
iter 000210/000283 | nll loss: 7.2388 | 0.7625s per loop
iter 000220/000283 | nll loss: 7.1433 | 0.6934s per loop
iter 000230/000283 | nll loss: 7.2069 | 0.7311s per loop
iter 000240/000283 | nll loss: 7.2607 | 0.6788s per loop
iter 000250/000283 | nll loss: 7.4352 | 0.7708s per loop
iter 000260/000283 | nll loss: 7.1095 | 0.6998s per loop
iter 000270/000283 | nll loss: 7.3728 | 0.7236s per loop
iter 000280/000283 | nll loss: 7.1020 | 0.6371s per loop
epoch 0172/1000 done, loss: 7.226749
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0172.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0172.ckpt
iter 000010/000283 | nll loss: 7.3303 | 1.0763s per loop
iter 000020/000283 | nll loss: 7.0938 | 0.6770s per loop
iter 000030/000283 | nll loss: 7.1510 | 0.7286s per loop
iter 000040/000283 | nll loss: 7.3889 | 0.7295s per loop
iter 000050/000283 | nll loss: 7.3307 | 0.6772s per loop
iter 000060/000283 | nll loss: 7.3832 | 0.7115s per loop
iter 000070/000283 | nll loss: 7.2199 | 0.7111s per loop
iter 000080/000283 | nll loss: 7.2544 | 0.7249s per loop
iter 000090/000283 | nll loss: 7.3544 | 0.6765s per loop
iter 000100/000283 | nll loss: 7.2248 | 0.7002s per loop
iter 000110/000283 | nll loss: 7.4774 | 0.6752s per loop
iter 000120/000283 | nll loss: 7.0702 | 0.7322s per loop
iter 000130/000283 | nll loss: 7.1231 | 0.7255s per loop
iter 000140/000283 | nll loss: 7.2720 | 0.7836s per loop
iter 000150/000283 | nll loss: 7.3897 | 0.7204s per loop
iter 000160/000283 | nll loss: 7.3121 | 0.6993s per loop
iter 000170/000283 | nll loss: 7.1247 | 0.7061s per loop
iter 000180/000283 | nll loss: 7.3855 | 0.6861s per loop
iter 000190/000283 | nll loss: 7.3089 | 0.6917s per loop
iter 000200/000283 | nll loss: 7.2589 | 0.6981s per loop
iter 000210/000283 | nll loss: 7.3843 | 0.6538s per loop
iter 000220/000283 | nll loss: 7.5670 | 0.6737s per loop
iter 000230/000283 | nll loss: 7.1487 | 0.6940s per loop
iter 000240/000283 | nll loss: 7.3747 | 0.6902s per loop
iter 000250/000283 | nll loss: 7.2895 | 0.7128s per loop
iter 000260/000283 | nll loss: 7.1655 | 0.6867s per loop
iter 000270/000283 | nll loss: 7.3916 | 0.6918s per loop
iter 000280/000283 | nll loss: 7.2877 | 0.6605s per loop
epoch 0173/1000 done, loss: 7.354133
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0173.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0173.ckpt
iter 000010/000283 | nll loss: 7.2488 | 1.0907s per loop
iter 000020/000283 | nll loss: 7.1888 | 0.6976s per loop
iter 000030/000283 | nll loss: 7.2029 | 0.7137s per loop
iter 000040/000283 | nll loss: 7.2506 | 0.6992s per loop
iter 000050/000283 | nll loss: 7.3729 | 0.7535s per loop
iter 000060/000283 | nll loss: 6.9128 | 0.7389s per loop
iter 000070/000283 | nll loss: 7.3129 | 0.6955s per loop
iter 000080/000283 | nll loss: 7.3522 | 0.6730s per loop
iter 000090/000283 | nll loss: 7.2754 | 0.7641s per loop
iter 000100/000283 | nll loss: 7.0996 | 0.7180s per loop
iter 000110/000283 | nll loss: 7.4382 | 0.7216s per loop
iter 000120/000283 | nll loss: 7.2374 | 0.6738s per loop
iter 000130/000283 | nll loss: 7.2427 | 0.7389s per loop
iter 000140/000283 | nll loss: 7.3640 | 0.7038s per loop
iter 000150/000283 | nll loss: 7.2111 | 0.7577s per loop
iter 000160/000283 | nll loss: 7.4815 | 0.7223s per loop
iter 000170/000283 | nll loss: 7.2305 | 0.7293s per loop
iter 000180/000283 | nll loss: 7.3046 | 0.7190s per loop
iter 000190/000283 | nll loss: 7.2041 | 0.7330s per loop
iter 000200/000283 | nll loss: 7.2368 | 0.7435s per loop
iter 000210/000283 | nll loss: 7.1475 | 0.7578s per loop
iter 000220/000283 | nll loss: 7.4159 | 0.7089s per loop
iter 000230/000283 | nll loss: 7.2218 | 0.7034s per loop
iter 000240/000283 | nll loss: 7.0601 | 0.7158s per loop
iter 000250/000283 | nll loss: 7.4319 | 0.7443s per loop
iter 000260/000283 | nll loss: 7.2836 | 0.6826s per loop
iter 000270/000283 | nll loss: 7.3796 | 0.7426s per loop
iter 000280/000283 | nll loss: 7.3518 | 0.6376s per loop
epoch 0174/1000 done, loss: 7.661356
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0174.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0174.ckpt
iter 000010/000283 | nll loss: 7.2048 | 1.0316s per loop
iter 000020/000283 | nll loss: 7.3074 | 0.7919s per loop
iter 000030/000283 | nll loss: 7.2872 | 0.7666s per loop
iter 000040/000283 | nll loss: 7.1320 | 0.7631s per loop
iter 000050/000283 | nll loss: 7.1090 | 0.7273s per loop
iter 000060/000283 | nll loss: 7.1566 | 0.7269s per loop
iter 000070/000283 | nll loss: 7.2895 | 0.6864s per loop
iter 000080/000283 | nll loss: 7.2255 | 0.7389s per loop
iter 000090/000283 | nll loss: 7.1063 | 0.7104s per loop
iter 000100/000283 | nll loss: 7.4295 | 0.7039s per loop
iter 000110/000283 | nll loss: 7.1527 | 0.7339s per loop
iter 000120/000283 | nll loss: 7.2660 | 0.7401s per loop
iter 000130/000283 | nll loss: 7.1936 | 0.7300s per loop
iter 000140/000283 | nll loss: 7.1786 | 0.7799s per loop
iter 000150/000283 | nll loss: 7.2810 | 0.7271s per loop
iter 000160/000283 | nll loss: 7.3854 | 0.7202s per loop
iter 000170/000283 | nll loss: 7.3446 | 0.6825s per loop
iter 000180/000283 | nll loss: 7.1106 | 0.7080s per loop
iter 000190/000283 | nll loss: 6.9555 | 0.7286s per loop
iter 000200/000283 | nll loss: 7.2850 | 0.6979s per loop
iter 000210/000283 | nll loss: 7.2165 | 0.6996s per loop
iter 000220/000283 | nll loss: 7.1732 | 0.6705s per loop
iter 000230/000283 | nll loss: 7.1655 | 0.6761s per loop
iter 000240/000283 | nll loss: 7.2175 | 0.6842s per loop
iter 000250/000283 | nll loss: 7.3835 | 0.6555s per loop
iter 000260/000283 | nll loss: 7.1267 | 0.7057s per loop
iter 000270/000283 | nll loss: 7.3428 | 0.7194s per loop
iter 000280/000283 | nll loss: 7.3800 | 0.6378s per loop
epoch 0175/1000 done, loss: 7.192881
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0175.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0175.ckpt
iter 000010/000283 | nll loss: 7.2621 | 1.1026s per loop
iter 000020/000283 | nll loss: 7.3196 | 0.6875s per loop
iter 000030/000283 | nll loss: 7.1400 | 0.7297s per loop
iter 000040/000283 | nll loss: 7.2823 | 0.6737s per loop
iter 000050/000283 | nll loss: 7.2939 | 0.7720s per loop
iter 000060/000283 | nll loss: 7.3078 | 0.7119s per loop
iter 000070/000283 | nll loss: 7.2601 | 0.6652s per loop
iter 000080/000283 | nll loss: 7.0924 | 0.7737s per loop
iter 000090/000283 | nll loss: 7.2552 | 0.7325s per loop
iter 000100/000283 | nll loss: 7.3034 | 0.6889s per loop
iter 000110/000283 | nll loss: 7.2450 | 0.7149s per loop
iter 000120/000283 | nll loss: 7.2988 | 0.6568s per loop
iter 000130/000283 | nll loss: 7.2195 | 0.7202s per loop
iter 000140/000283 | nll loss: 7.2403 | 0.7464s per loop
iter 000150/000283 | nll loss: 7.1332 | 0.7483s per loop
iter 000160/000283 | nll loss: 7.3650 | 0.7049s per loop
iter 000170/000283 | nll loss: 7.2987 | 0.7369s per loop
iter 000180/000283 | nll loss: 7.2588 | 0.6897s per loop
iter 000190/000283 | nll loss: 7.3169 | 0.7598s per loop
iter 000200/000283 | nll loss: 7.1991 | 0.7563s per loop
iter 000210/000283 | nll loss: 7.2368 | 0.7006s per loop
iter 000220/000283 | nll loss: 7.1727 | 0.6808s per loop
iter 000230/000283 | nll loss: 7.2395 | 0.7014s per loop
iter 000240/000283 | nll loss: 7.6537 | 0.7262s per loop
iter 000250/000283 | nll loss: 7.5092 | 0.7416s per loop
iter 000260/000283 | nll loss: 7.1391 | 0.7017s per loop
iter 000270/000283 | nll loss: 7.2023 | 0.7213s per loop
iter 000280/000283 | nll loss: 7.2842 | 0.6381s per loop
epoch 0176/1000 done, loss: 7.286410
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0176.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0176.ckpt
iter 000010/000283 | nll loss: 7.1840 | 1.0375s per loop
iter 000020/000283 | nll loss: 7.3885 | 0.7407s per loop
iter 000030/000283 | nll loss: 6.9411 | 0.7176s per loop
iter 000040/000283 | nll loss: 7.0848 | 0.6670s per loop
iter 000050/000283 | nll loss: 7.3062 | 0.8013s per loop
iter 000060/000283 | nll loss: 7.2711 | 0.7717s per loop
iter 000070/000283 | nll loss: 7.2177 | 0.6880s per loop
iter 000080/000283 | nll loss: 7.2336 | 0.7241s per loop
iter 000090/000283 | nll loss: 7.4597 | 0.7134s per loop
iter 000100/000283 | nll loss: 7.3638 | 0.7152s per loop
iter 000110/000283 | nll loss: 7.2159 | 0.7183s per loop
iter 000120/000283 | nll loss: 7.0868 | 0.8097s per loop
iter 000130/000283 | nll loss: 7.2167 | 0.6954s per loop
iter 000140/000283 | nll loss: 7.4856 | 0.7147s per loop
iter 000150/000283 | nll loss: 7.2965 | 0.7953s per loop
iter 000160/000283 | nll loss: 6.9894 | 0.7032s per loop
iter 000170/000283 | nll loss: 7.3300 | 0.7597s per loop
iter 000180/000283 | nll loss: 7.1198 | 0.7438s per loop
iter 000190/000283 | nll loss: 7.0445 | 0.6970s per loop
iter 000200/000283 | nll loss: 7.1024 | 0.7202s per loop
iter 000210/000283 | nll loss: 7.2062 | 0.6992s per loop
iter 000220/000283 | nll loss: 6.9048 | 0.7397s per loop
iter 000230/000283 | nll loss: 7.2386 | 0.7003s per loop
iter 000240/000283 | nll loss: 7.4095 | 0.8098s per loop
iter 000250/000283 | nll loss: 7.1537 | 0.7193s per loop
iter 000260/000283 | nll loss: 7.1590 | 0.7390s per loop
iter 000270/000283 | nll loss: 7.1907 | 0.6930s per loop
iter 000280/000283 | nll loss: 7.3066 | 0.7003s per loop
epoch 0177/1000 done, loss: 7.214651
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0177.ckpt
saved decoder model to ../models/LSTM_fine/b032_s224_l016/ep0177.ckpt
iter 000010/000283 | nll loss: 7.3187 | 1.1834s per loop
iter 000020/000283 | nll loss: 7.3373 | 0.7778s per loop
iter 000030/000283 | nll loss: 7.2920 | 0.6839s per loop
iter 000040/000283 | nll loss: 7.1575 | 0.7269s per loop
iter 000050/000283 | nll loss: 7.2520 | 0.7513s per loop
iter 000060/000283 | nll loss: 7.1972 | 0.6976s per loop
iter 000070/000283 | nll loss: 7.4580 | 0.7239s per loop
iter 000080/000283 | nll loss: 7.4282 | 0.6895s per loop
iter 000090/000283 | nll loss: 7.0649 | 0.7810s per loop
iter 000100/000283 | nll loss: 7.1671 | 0.7090s per loop
iter 000110/000283 | nll loss: 7.0739 | 0.7115s per loop
iter 000120/000283 | nll loss: 6.9580 | 0.7086s per loop
iter 000130/000283 | nll loss: 7.2147 | 0.6886s per loop
iter 000140/000283 | nll loss: 7.1052 | 0.7239s per loop
iter 000150/000283 | nll loss: 6.9794 | 0.6595s per loop
iter 000160/000283 | nll loss: 7.0932 | 0.6987s per loop
iter 000170/000283 | nll loss: 7.2813 | 0.7329s per loop
iter 000180/000283 | nll loss: 7.1027 | 0.7573s per loop
iter 000190/000283 | nll loss: 7.3676 | 0.7521s per loop
iter 000200/000283 | nll loss: 7.1711 | 0.7020s per loop
iter 000210/000283 | nll loss: 7.5356 | 0.7539s per loop
iter 000220/000283 | nll loss: 7.0678 | 0.6910s per loop
iter 000230/000283 | nll loss: 7.3433 | 0.8094s per loop
iter 000240/000283 | nll loss: 7.0904 | 0.6962s per loop
iter 000250/000283 | nll loss: 7.3232 | 0.6989s per loop
iter 000260/000283 | nll loss: 7.0868 | 0.7351s per loop
iter 000270/000283 | nll loss: 7.0547 | 0.7065s per loop
iter 000280/000283 | nll loss: 7.3563 | 0.6052s per loop
Epoch   177: reducing learning rate of group 0 to 9.7656e-08.
epoch 0178/1000 done, loss: 7.282311
saved encoder model to ../models/resnet_18/b032_s224_l016/ep0178.ckpt
